,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_scale_pos_weight,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_early_stopping_rounds,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
31,46.694315671920776,13.248104806189096,1.6190373102823894,0.626655869154754,0.5,25,1.0,1.0,1000,7,5,10,0.05,0.1,15,0.7,"{'subsample': 0.5, 'scale_pos_weight': 25, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 5, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 0.1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9331799401461323,0.9922401058650026,0.9439777716791374,0.9564659392300907,0.025677377076207476,32
32,39.698608001073204,26.645366373374845,1.3884197076161702,0.9273408584790288,0.7,5,0.1,10.0,1000,5,4,1,0.1,5.0,15,0.7,"{'subsample': 0.7, 'scale_pos_weight': 5, 'reg_lambda': 0.1, 'reg_alpha': 10, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 4, 'max_delta_step': 1, 'learning_rate': 0.1, 'gamma': 5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9213023728525163,0.9976089711378517,0.9474651063635217,0.9554588167846298,0.0316606884552678,33
33,51.07438739140829,40.86432962214255,1.3837062517801921,0.9616120529838954,1.0,10,1.0,10.0,1000,5,4,5,0.1,1.0,15,0.9,"{'subsample': 1.0, 'scale_pos_weight': 10, 'reg_lambda': 1, 'reg_alpha': 10, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 4, 'max_delta_step': 5, 'learning_rate': 0.1, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9144995608372474,0.9978375131686781,0.9497929589564743,0.9540433443207998,0.03415506703753641,34
34,41.19842561086019,18.525924792878662,2.013886054356893,0.932548405989856,0.5,50,1.0,1.0,1000,5,8,10,0.05,0.5,15,0.5,"{'subsample': 0.5, 'scale_pos_weight': 50, 'reg_lambda': 1, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 8, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 0.5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9523379332845858,0.9961424717023488,0.9131813535783242,0.9538872528550862,0.03388644835767187,35
35,76.69740160306294,51.93987715488842,1.8870691458384197,1.0801975165212634,0.8,50,100.0,0.0,1000,1,4,10,0.05,1.0,15,0.7,"{'subsample': 0.8, 'scale_pos_weight': 50, 'reg_lambda': 100, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 4, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9120129295759187,0.9957058619613934,0.9527476716168561,0.9534888210513893,0.03417151552275805,36
36,81.79423673947652,60.892355094886405,1.974618673324585,1.2510758211992596,0.5,50,0.1,1.0,1000,7,4,0,0.05,0.1,15,0.5,"{'subsample': 0.5, 'scale_pos_weight': 50, 'reg_lambda': 0.1, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 4, 'max_delta_step': 0, 'learning_rate': 0.05, 'gamma': 0.1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9237500997513701,0.9959237532270258,0.9391740838059788,0.9529493122614582,0.031033065733788882,37
37,56.89729229609171,37.755378979066016,1.7479616800944011,1.2238268159545023,0.8,10,1.0,0.1,1000,3,4,10,0.05,1.0,15,0.9,"{'subsample': 0.8, 'scale_pos_weight': 10, 'reg_lambda': 1, 'reg_alpha': 0.1, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 4, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9171114429963494,0.9966409294008336,0.9411699206930783,0.9516407643634204,0.033301288536800075,38
38,66.41601045926411,45.988161366352756,1.972212314605713,1.4047160226787947,0.5,25,0.1,0.0,1000,5,4,1,0.05,0.0,15,0.7,"{'subsample': 0.5, 'scale_pos_weight': 25, 'reg_lambda': 0.1, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 4, 'max_delta_step': 1, 'learning_rate': 0.05, 'gamma': 0, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9167666206679314,0.9958656171466433,0.9399253021044883,0.9508525133063542,0.0332035717905214,39
39,113.18191607793172,78.79045706286718,6.508828481038411,4.698671475921971,0.7,25,10.0,0.1,1000,1,10,1,0.01,0.5,15,0.7,"{'subsample': 0.7, 'scale_pos_weight': 25, 'reg_lambda': 10, 'reg_alpha': 0.1, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 10, 'max_delta_step': 1, 'learning_rate': 0.01, 'gamma': 0.5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.7}",0.9527684128585389,0.9227914029562234,0.9759344016139083,0.9504980724762236,0.021754852495805062,40
40,166.14646045366922,45.07969805870664,5.3600655396779375,1.258792452415956,0.5,50,10.0,0.0,1000,3,5,0,0.01,5.0,15,0.9,"{'subsample': 0.5, 'scale_pos_weight': 50, 'reg_lambda': 10, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 5, 'max_delta_step': 0, 'learning_rate': 0.01, 'gamma': 5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9123114766599121,0.9862478648987691,0.9526967186022515,0.9504186867203108,0.030227354591419384,41
41,28.307504653930664,19.670696767863063,0.7151408990224203,0.2757045562566242,0.7,5,1.0,0.0,1000,1,3,10,0.2,1.0,15,0.5,"{'subsample': 0.7, 'scale_pos_weight': 5, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 3, 'max_delta_step': 10, 'learning_rate': 0.2, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.8980940921787133,0.9973588568635373,0.9549060034357002,0.9501196508259836,0.04066575344981555,42
42,76.99629577000935,60.74184089464336,1.9247443675994873,1.5064249841936268,1.0,5,1.0,0.0,1000,3,4,10,0.05,0.0,15,0.5,"{'subsample': 1.0, 'scale_pos_weight': 5, 'reg_lambda': 1, 'reg_alpha': 0, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 4, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 0, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9065894406627384,0.9979367268562713,0.9457857914292301,0.95010398631608,0.03741716877799473,43
43,21.1406409740448,7.663035976689725,1.2379688421885173,0.7229809706342673,0.5,5,0.1,1.0,1000,5,8,0,0.05,0.5,15,0.5,"{'subsample': 0.5, 'scale_pos_weight': 5, 'reg_lambda': 0.1, 'reg_alpha': 1, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 8, 'max_delta_step': 0, 'learning_rate': 0.05, 'gamma': 0.5, 'early_stopping_rounds': 15, 'colsample_bytree': 0.5}",0.9397194630888314,0.9551802423979344,0.9553232397674258,0.9500743150847306,0.007322218787346416,44
44,67.49756542841594,42.2609928246421,1.7598697344462078,1.0024967595051346,1.0,50,10.0,0.1,1000,3,4,10,0.05,1.0,15,0.9,"{'subsample': 1.0, 'scale_pos_weight': 50, 'reg_lambda': 10, 'reg_alpha': 0.1, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 4, 'max_delta_step': 10, 'learning_rate': 0.05, 'gamma': 1, 'early_stopping_rounds': 15, 'colsample_bytree': 0.9}",0.9104615531134332,0.9959821441709001,0.9433146936131162,0.9499194636324831,0.035224613685709116,45
